Year,Project Name,City,State,Utility,System Size (kW-AC),Year of Interconnection
2024,Armstrong 2,Woodstock,IL,Commonwealth Edison Co,1950,2021
2024,Blazingstar 2,Marengo,IL,Commonwealth Edison Co,1950,2021
2024,Application ID: 2487,Paw Paw,IL,Commonwealth Edison Co,1950,2021
2024,Rockford CS LLC (1),Rockford,IL,Commonwealth Edison Co,1980,2021
2024,Rockford CS Site 2,Rockford,IL,Commonwealth Edison Co,1980,2021
2024,Pontiac 1B (Midwest Power Partners),Pontiac,IL,Commonwealth Edison Co,1980,2021
2024,Clay County,Louisville,IL,Ameren Illinois Company,1980,2021
2024,Application ID: 1288,Belvidere,IL,Commonwealth Edison Co,1980,2021
2024,Mennie South,Granville,IL,Ameren Illinois Company,1992,2021
2024,SPG IL Hurricane Creek Solar LLC,Carterville,IL,Commonwealth Edison Co,2000,2021
2024,Sandoval #2,Centralia,IL,Ameren Illinois Company,2000,2021
2024,Olney Solar II ? 06778,Olney,IL,Ameren Illinois Company,2000,2021
2024,Edwardsville Solar II 06777,Edwardsville,IL,Ameren Illinois Company,2000,2021
2024,Cortland 2,Cortland,IL,Commonwealth Edison Co,2000,2021
2024,Lena 1,Lena,IL,Commonwealth Edison Co,2000,2021
2024,IL?17?0068 ? IL FEJA ?Wolf/Wertz site 2,Sidney,IL,Ameren Illinois Company,2000,2021
2024,IL?18?0003 ? IL FEJA ? Faust Trust Route 40 ? Site 1 of 2,Edelstein,IL,Commonwealth Edison Co,2000,2021
2024,"Peterman Solar II, LLC",St. Anne,IL,Commonwealth Edison Co,2000,2021
2024,"Olmstead Solar II, LLC",Lena,IL,Commonwealth Edison Co,2000,2021
2024,"Kish Solar, LLC",Cherry Valley,IL,Commonwealth Edison Co,2000,2021
2024,"Long John Solar, LLC",Sandwich,IL,Commonwealth Edison Co,2000,2021
2024,"Nostrand Solar, LLC",Manteno Township,IL,Commonwealth Edison Co,2000,2021
2024,"Viking Solar, LLC",Palmyra,IL,Ameren Illinois Company,2000,2021
2024,"Vulcan Solar, LLC",Kankakee,IL,Commonwealth Edison Co,2000,2021
2024,"Woodlawn Solar, LLC",Crete,IL,Commonwealth Edison Co,2000,2021
2024,"Wolfcastle Solar, LLC",DeKalb,IL,Commonwealth Edison Co,2000,2021
2024,Application ID: 1036,Gardner,IL,Commonwealth Edison Co,2000,2021
2024,Application ID: 1040,Morrison,IL,Commonwealth Edison Co,2000,2021
2024,Application ID: 1051,Lyndon,IL,Commonwealth Edison Co,2000,2021
2024,Application ID: 1075,Lyndon,IL,Commonwealth Edison Co,2000,2021
2024,Application ID: 1079,Lyndon,IL,Commonwealth Edison Co,2000,2021
2024,Application ID: 1092,Rockford,IL,Commonwealth Edison Co,2000,2021
2024,Application ID: 1134,Mt Morris,IL,Commonwealth Edison Co,2000,2021
2024,Application ID: 1235,Braidwood,IL,Commonwealth Edison Co,2000,2021
2024,Application ID: 1385,Standard City,IL,Ameren Illinois Company,2000,2021
2024,Application ID: 2741,Streator,IL,Commonwealth Edison Co,2000,2021
2024,Application ID: 2778,Rock Falls,IL,Commonwealth Edison Co,2000,2021
2024,Application ID: 3116,Lena,IL,Commonwealth Edison Co,2000,2021
2024,Application ID: 3141,Lena,IL,Commonwealth Edison Co,2000,2021
2024,Application ID: 3190,Downs,IL,Ameren Illinois Company,2000,2021
2024,Application ID: 3404,Meredosia,IL,Ameren Illinois Company,2000,2021
2024,Application ID: 3407,Meredosia,IL,Ameren Illinois Company,2000,2021
2024,Application ID: 3459,Sandwich,IL,Commonwealth Edison Co,2000,2021
2024,Application ID: 3478,Lee,IL,Commonwealth Edison Co,2000,2021
2024,Application ID: 3662,Crete,IL,Commonwealth Edison Co,2000,2021
2024,Application ID: 4470,Herrin,IL,Commonwealth Edison Co,2000,2021
2024,Application ID: 4561,West Frankfort,IL,Ameren Illinois Company,2000,2021
2024,Application ID: 4794,Herrin,IL,Ameren Illinois Company,2000,2021
2024,Application ID: 2271,Beecher,IL,Commonwealth Edison Co,2000,2021
2024,Application ID: 2323,Wempletown,IL,Commonwealth Edison Co,2000,2021
2024,Application ID: 2332,Wichert,IL,Commonwealth Edison Co,2000,2021
2024,Application ID: 1500,Bartonville,IL,Ameren Illinois Company,2000,2021
2024,Application ID: 2698,Bourbonnais,IL,Commonwealth Edison Co,1500,2022
2024,Application ID: 1980,Burlington,IL,Commonwealth Edison Co,1950,2022
2024,Application ID: 1980,Burlington,IL,Commonwealth Edison Co,1950,2022
2024,Application ID: 1949,Prophetstown,IL,Commonwealth Edison Co,1950,2022
2024,Application ID: 2480,Kirkland,IL,Commonwealth Edison Co,1950,2022
2024,Application ID: 928,Orangeville,IL,Commonwealth Edison Co,2000,2022
2024,Application ID: 1508,Glenwood,IL,Commonwealth Edison Co,2000,2022
2024,Application ID: 1617,Danville,IL,Ameren Illinois Company,2000,2022
2024,Application ID: 1835,Morris,IL,Commonwealth Edison Co,2000,2022
2024,Application ID: 2945,Freeport,IL,Commonwealth Edison Co,2000,2022
2024,Application ID: 3266,Oregon,IL,Commonwealth Edison Co,2000,2022
2024,Application ID: 3497,Mendota,IL,Commonwealth Edison Co,2000,2022
2024,Application ID: 1562,Bonfield,IL,Commonwealth Edison Co,2000,2022
2024,Application ID: 2629,Fulton,IL,Commonwealth Edison Co,2000,2022
2024,Application ID: 4994,Sycamore,IL,Commonwealth Edison Co,2000,2022
2024,Application ID: 4387,Deer Creek,IL,Ameren Illinois Company,300,2023
2024,Application ID: 1892,Pekin,IL,Ameren Illinois Company,1500,2023
2024,Application ID: 2575,Streator,IL,Commonwealth Edison Co,1999.999,2023
2024,Application ID: 1244,Elwood,IL,Commonwealth Edison Co,2000,2023
2024,Application ID: 1924,Williamsfield,IL,Ameren Illinois Company,2000,2023
2024,Application ID: 2668,Tonica,IL,Commonwealth Edison Co,2000,2023
2024,Application ID: 2685,Lostant,IL,Commonwealth Edison Co,2000,2023
2024,Application ID: 2588,Streator,IL,Commonwealth Edison Co,2000,2023
2024,Application ID: 968,Streator,IL,Commonwealth Edison Co,2000,2023
2024,Application ID: 4535,Tremont,IL,Ameren Illinois Company,2000,2023
2024,Application ID: 1902,San Jose,IL,Ameren Illinois Company,2000,2023
2024,Application ID: 955,Morris,IL,Commonwealth Edison Co,2000,2023
2024,Application ID: 1889,Marine,IL,Ameren Illinois Company,2000,2023
2024,Application ID: 1862,Marine,IL,Ameren Illinois Company,2000,2023
2024,Northeastern REMC Community Solar,Columbia City,IN,Northeastern Rural E M C,38.77,2015
2024,Tipmont REMC Community Solar,Linden,IN,Tipmont Rural Elec Member Corp,75.69,2015
2024,Co-op Solar,Wanatah,IN,"Wabash Valley Power Assn, Inc",105,2015
2024,MySolar,New Castle,IN,"Hoosier Energy R E C, Inc",1000,2015
2024,MySolar,Lanesville,IN,"Hoosier Energy R E C, Inc",1000,2015
2024,MySolar,Scotland,IN,"Hoosier Energy R E C, Inc",1000,2015
2024,NineStar Community Solar Farm,Greenfield,IN,NineStar Connect,72.54,2016
2024,MySolar,New Haven,IN,"Hoosier Energy R E C, Inc",1000,2016
2024,MySolar,Henryville,IN,"Hoosier Energy R E C, Inc",1000,2016
2024,MySolar,Ellettsville,IN,"Hoosier Energy R E C, Inc",1000,2016
2024,MySolar,Trafalgar,IN,"Hoosier Energy R E C, Inc",1000,2016
2024,Co-op Solar,Prestwick,IN,"Wabash Valley Power Assn, Inc",20,2017
2024,Co-op Solar,Peru,IN,"Wabash Valley Power Assn, Inc",540,2017
2024,MySolar,Mitchell,IN,"Hoosier Energy R E C, Inc",1000,2017
2024,MySolar,Columbus,IN,"Hoosier Energy R E C, Inc",1000,2017
2024,MySolar,Kokomo,IN,"Hoosier Energy R E C, Inc",1000,2017
2024,Co-op Solar,Geneva,IN,"Wabash Valley Power Assn, Inc",650,2019
2024,Co-op Solar,LaOtto,IN,"Wabash Valley Power Assn, Inc",960,2019
2024,Midwest Community Solar Array 1,Colby,KS,Midwest Energy Inc.,923.08,2015
2024,BPU Community Solar Farm,Kansas City,KS,City of Kansas City - (KS),976.92,2017
2024,Westar Community Solar,South Hutchinson,KS,Westar Energy Inc,979.23,2017
2024,Berea Solar Farm Phase 1 & 2,Berea,KY,City of Berea Municipal Utility,28.2,2012
2024,Berea Solar Farm Phase 3 & 4,Berea,KY,City of Berea Municipal Utility,31.5,2014
2024,Cooperative Solar Farm One,Winchester,KY,"East Kentucky Power Coop, Inc",8500,2017
2024,Solar Share 1,Simpsonville,KY,Kentucky Utilities Co,384.62,2019
2024,Solar Share,Harrodsburg,KY,Kentucky Utilities Company,4000,2019
2024,Brewster Community Solar Garden LLC,Brewster,MA,NSTAR (DBA EverSource),265.85,2012
2024,Harvard Solar Garden Project II - Primary,Harvard,MA,National Grid,42.08,2014
2024,Harvard Solar Garden Project I,Harvard,MA,National Grid,226.3,2014
2024,CEC Ngrid Southeast Solar Array 1 Rehoboth,Rehoboth,MA,National Grid,766.15,2014
2024,CEC WMECO Solar Array 1 Huntington,Hadley,MA,WMECO (DBA EverSource),766.15,2014
2024,"Cambridge Community Housing, Inc. - Magazine St",Cambridge,MA,NSTAR (DBA EverSource),20.31,2015
2024,Cornerstone Village Cohousing,Cambridge,MA,NSTAR (DBA EverSource),34.96,2015
2024,Holliston Field 2,Holliston,MA,NSTAR (DBA EverSource),264,2015
2024,"Sippican Community Solar Garden, LLC",Marion,MA,NSTAR (DBA EverSource),701.54,2015
2024,27 Locust Street Solar,Freetown,MA,NSTAR (DBA EverSource),856.32,2015
2024,Bourne Community Solar 1,Bourne,MA,NSTAR (DBA EverSource),1000,2015
2024,87 Spring Street Solar,Warren,MA,National Grid,1021.57,2015
2024,70 Ware Road Solar,Warren,MA,National Grid,1030.15,2015
2024,"NGrid EOS Adams 1 - CEC Solar #1049, LLC",Adams,MA,National Grid,1064.86,2015
2024,Brodie Mtn Road Solar,Hancock,MA,National Grid,1737.66,2015
2024,Long Pond Road,Brewster,MA,NSTAR (DBA EverSource),56.31,2016
2024,Brownell Boat Works,Mattapoisett,MA,NSTAR (DBA EverSource),62.03,2016
2024,The Lofts at Westinghouse,Boston,MA,NSTAR (DBA EverSource),163,2016
2024,Mashpee Commons II LLC,Mashpee,MA,NSTAR (DBA EverSource),340.83,2016
2024,SJA-3,Spencer,MA,National Grid,397.52,2016
2024,"NGrid Uxbridge 3, CEC Solar #1051, LLC",Uxbridge,MA,National Grid,461.6,2016
2024,BWC Stillwater Four,Oxford,MA,National Grid,478.67,2016
2024,BWC Stillwater One,Oxford,MA,National Grid,537.42,2016
2024,SJA-4,Spencer,MA,National Grid,635.12,2016
2024,"NGrid OSWP Uxbridge 1 - CEC Solar #1045, LLC",Uxbridge,MA,National Grid,778.92,2016
2024,BWC Tinkham,Fairhaven,MA,NSTAR (DBA EverSource),842.96,2016
2024,NStar Stellar Marion A,Marion,MA,NSTAR (DBA EverSource),913.56,2016
2024,SJA-6,Spencer,MA,National Grid,922.5,2016
2024,Belchertown Solar,Belchertown,MA,National Grid,974.12,2016
2024,"NGrid Uxbridge 2, CEC Solar #1050, LLC",Uxbridge,MA,National Grid,974.48,2016
2024,"CEC Solar #1082, LLC",Plympton,MA,NSTAR (DBA EverSource),1027.04,2016
2024,SJA-1,Spencer,MA,National Grid,1032.65,2016
2024,Tully Farms,Pepperell,MA,National Grid,1033.95,2016
2024,BWC Bluefish River,Plympton,MA,NSTAR (DBA EverSource),1055,2016
2024,Wareham,Wareham,MA,NSTAR (DBA EverSource),1065.92,2016
2024,BWC Stillwater Three,Oxford,MA,National Grid,1087.67,2016
2024,BWC French River Five,Oxford,MA,National Grid,1087.94,2016
2024,BWC Stillwater Two,Oxford,MA,National Grid,1087.94,2016
2024,BWC Clara Barton,Oxford,MA,National Grid,1112.2,2016
2024,"NStar Sustain Westport B - CEC Solar #1109, LLC",Westport,MA,NSTAR (DBA EverSource),1249.85,2016
2024,"NStar Sustain Westport A - CEC Solar #1108, LLC",Westport,MA,NSTAR (DBA EverSource),1406.08,2016
2024,SJA-9,Spencer,MA,National Grid,1417.5,2016
2024,WBMLP Solar,West Boylston,MA,West Boylston Municipal Light Plant,1586.22,2016
2024,SJA-10,Spencer,MA,National Grid,1854,2016
2024,Hadley 2 Solar,Hadley,MA,WMECO (DBA EverSource),1855.35,2016
2024,Sutton Solar,Sutton,MA,National Grid,1956.63,2016
2024,BWC French River Two,Oxford,MA,National Grid,2050.38,2016
2024,BWC French River One,Oxford,MA,National Grid,2052.31,2016
2024,"CEC Solar #1043, LLC",Carver,MA,NSTAR (DBA EverSource),2072.31,2016
2024,Tihonet East Solar,Wareham,MA,NSTAR (DBA EverSource),2072.31,2016
2024,BWC French River Four,Oxford,MA,National Grid,2124.92,2016
2024,BWC French River Three,Oxford,MA,National Grid,2145.23,2016
2024,SJA-2,Spencer,MA,National Grid,2147.54,2016
2024,Bolton II,Bolton,MA,National Grid,2150,2016
2024,SJA-7,Spencer,MA,National Grid,2151,2016
2024,SJA-8,Spencer,MA,National Grid,2151,2016
2024,0 Solar Circle,Carver,MA,NSTAR Electric Company,2694,2016
2024,Pemberton Place Condominium Association - Pemberto,Cambridge,MA,NSTAR (DBA EverSource),23.35,2017
2024,Lazy A Solar,Freetown,MA,NSTAR (DBA EverSource),48.46,2017
2024,Loiacano-31 Willow,Gloucester,MA,National Grid,88,2017
2024,Loiacano-18 Sargent,Gloucester,MA,National Grid,114.4,2017
2024,Littleton Solar,Littleton,MA,Littleton Electric Light & Water Departments,137.86,2017
2024,SED - 201 Hayden Rowe St,Hopkinton,MA,NSTAR (DBA EverSource),245.91,2017
2024,Meadowatt LLC,Rochester,MA,NSTAR (DBA EverSource),316,2017
2024,NRG Freeman Solar 1,Sandwich,MA,NSTAR (DBA EverSource),358.62,2017
2024,Dudley Solar I,Dudley,MA,National Grid,363.32,2017
2024,Canton Solar II,Canton,MA,NSTAR (DBA EverSource),405.14,2017
2024,Alternate Power and Energy (DUPLICATE W/ PROD),Wareham,MA,NSTAR (DBA EverSource),460.38,2017
2024,Brier Solar 1,Wareham,MA,NSTAR (DBA EverSource),460.38,2017
2024,Dudley Solar II,Dudley,MA,National Grid,496.25,2017
2024,Dudley Solar III,Dudley,MA,National Grid,496.25,2017
2024,Dudley Solar IV,Dudley,MA,National Grid,496.25,2017
2024,Hardwick Solar I,Hardwick,MA,National Grid,497.22,2017
2024,Southbridge Solar V,Southbridge,MA,National Grid,497.22,2017
2024,Hardwick Solar II,Hardwick,MA,National Grid,499.3,2017
2024,New Braintree Solar,New Braintree,MA,National Grid,505.38,2017
2024,Millbury 19,Millbury,MA,National Grid,524.15,2017
2024,zp-60A,Spencer,MA,National Grid,533.42,2017
2024,ZP-60B,Spencer,MA,National Grid,533.42,2017
2024,Fitchburg Solar,Fitchburg,MA,Fitchberg Electric or Unitil,536.12,2017
2024,725 Guelphwood Road,Southbridge,MA,Massachusetts Electric Co,646.38,2017
2024,2553 Barre Road,Hardwick,MA,Massachusetts Electric Co,646.38,2017
2024,0 Cleveland Road,Hardwick,MA,Massachusetts Electric Co,648.81,2017
2024,BEC Campanelli,Canton,MA,NSTAR (DBA EverSource),651.32,2017
2024,"CEC Solar #1041, LLC",Kingston,MA,NSTAR (DBA EverSource),692.18,2017
2024,NRG Freeman Solar2,Sandwich,MA,NSTAR (DBA EverSource),794.77,2017
2024,Webster Solar,Webster,MA,National Grid,806.4,2017
2024,Rochester,Rochester,MA,NSTAR (DBA EverSource),815.54,2017
2024,"NGrid SS Orange A, CEC Solar #1062, LLC",Orange,MA,National Grid,819,2017
2024,Bartkus,Shirley,MA,National Grid,832.98,2017
2024,"CEC Solar #1040, LLC",Kingston,MA,NSTAR (DBA EverSource),860.55,2017
2024,Brook Street Solar 3,Plympton,MA,NSTAR (DBA EverSource),872.31,2017
2024,BWC Hobbs Brook,Sturbridge,MA,National Grid,891.69,2017
2024,"NGrid Rayo Goshen A - CEC Solar #1052, LLC",Goshen,MA,National Grid,912,2017
2024,Lot 59-2,Plymouth,MA,NSTAR (DBA EverSource),948.39,2017
2024,Sturbridge 73,Southbridge,MA,National Grid,949.85,2017
2024,Pleasant St Solar,Leominster,MA,National Grid,950.88,2017
2024,ZP-70B,North Brookfield,MA,National Grid,953.58,2017
2024,Upton Solar I,Upton,MA,National Grid,965.28,2017
2024,"NGrid Kleiman Sutton A, CEC Solar #1054, LLC",Sutton,MA,National Grid,966.81,2017
2024,Pleasantdale Road Solar,Rutland,MA,National Grid,975.39,2017
2024,BWC George Vinton,Sturbridge,MA,National Grid,988.62,2017
2024,Upton Solar II,Upton,MA,National Grid,990.55,2017
2024,Rutland Solar,Rutland,MA,National Grid,996.85,2017
2024,BWC Wading River One,Mendon,MA,National Grid,998.03,2017
2024,Farley Road Solar,Dudley,MA,National Grid,998.38,2017
2024,Gardner Road Solar I,Hubbardston,MA,National Grid,998.52,2017
2024,"CEC Solar #1059, LLC",Phillipston,MA,National Grid,1012.85,2017
2024,"CEC Solar #1081, LLC",Clarksburg,MA,National Grid,1012.85,2017
2024,"CEC Solar #1084, LLC",Uxbridge,MA,National Grid,1012.85,2017
2024,"NGrid Apis North Adams A, CEC Solar #1079, LLC",North Adams,MA,National Grid,1012.85,2017
2024,"NGrid Apis North Adams B, CEC Solar #1080, LLC",North Adams,MA,National Grid,1012.85,2017
2024,NGrid Rayo WilliamsburgA,Williamsburg,MA,National Grid,1012.85,2017
2024,"VH II Grafton, LLC",Grafton,MA,National Grid,1014.65,2017
2024,Fitz Plumpton,Plympton,MA,NSTAR (DBA EverSource),1015.38,2017
2024,Black Cat Road Solar,Plymouth,MA,NSTAR (DBA EverSource),1015.82,2017
2024,ZP-70A,North Brookfield,MA,National Grid,1022.54,2017
2024,Solar Choice 1,Wilmington,MA,Reading Municipal Light Department,1025.97,2017
2024,ZP-101,Leicester,MA,National Grid,1027.38,2017
2024,ZP-137B,Southbridge,MA,National Grid,1027.38,2017
2024,ZP-137c,Southbridge,MA,National Grid,1027.38,2017
2024,Southbridge Solar VI,Southbridge,MA,National Grid,1031.26,2017
2024,Warren Landfill,Warren,MA,National Grid,1032.23,2017
2024,W shaft Rd - North Adams,North Adams,MA,National Grid,1035.69,2017
2024,zp-140A,Uxbridge,MA,National Grid,1042.06,2017
2024,Gardner Road Solar II,Hubbardston,MA,National Grid,1045.66,2017
2024,BWC Wading River Two,Mendon,MA,National Grid,1046.77,2017
2024,BVD Clarksburg Solar,Clarksburg,MA,National Grid,1052,2017
2024,zp-85,Spencer,MA,National Grid,1062.21,2017
2024,"CEC Solar #1134, LLC",Holliston,MA,NSTAR (DBA EverSource),1063.38,2017
2024,zp-61,Charlton,MA,National Grid,1066.85,2017
2024,zp-82,Spencer,MA,National Grid,1066.85,2017
2024,Stafford St Solar C,Leicester,MA,National Grid,1067.82,2017
2024,"CEC Solar #1098, LLC",Swansea,MA,National Grid,1068.09,2017
2024,Nextsun Wareham 2,Wareham,MA,NSTAR (DBA EverSource),1068.78,2017
2024,BWC Mystic River,Mendon,MA,National Grid,1069.2,2017
2024,BWC Origination 19,Hopedale,MA,National Grid,1069.2,2017
2024,Cedarville-Callahan,Plymouth,MA,NSTAR (DBA EverSource),1069.26,2017
2024,Redbrook Solar Site A,Plymouth,MA,NSTAR (DBA EverSource),1070.72,2017
2024,Redbrook Solar Site C,Plymouth,MA,NSTAR (DBA EverSource),1070.72,2017
2024,Ludlow - Center St. Site 2,Ludlow,MA,WMECO (DBA EverSource),1071.42,2017
2024,"VH II Haverhill, LLC",Haverhill,MA,National Grid,1075.5,2017
2024,Syncarpha Hancock III,Pittsfield,MA,WMECO (DBA EverSource),1077.15,2017
2024,Norton Development,Norton,MA,National Grid,1077.37,2017
2024,"Squirrel Island Solar, LLC",Wareham,MA,NSTAR (DBA EverSource),1078.44,2017
2024,ZP-137A,Southbridge,MA,National Grid,1085.54,2017
2024,zp-67,Phillipston,MA,National Grid,1085.54,2017
2024,BWC Buckmaster Pond LLC,Dover,MA,NSTAR (DBA EverSource),1092.18,2017
2024,BWC Wading River Three,Mendon,MA,National Grid,1094.68,2017
2024,232 Gardner Rd,Hubbardston,MA,Massachusetts Electric Co,1298.08,2017
2024,57 Black Cat Road - Plymouth - Site 1,Plymouth,MA,NSTAR Electric Company,1320.57,2017
2024,726 Guelphwood Road,Southbridge,MA,Massachusetts Electric Co,1340.64,2017
2024,581 R South Street,West Brookfield,MA,Massachusetts Electric Co,1341.9,2017
2024,North Adams - W Shaft Rd,North Adams,MA,Massachusetts Electric Co,1345.72,2017
2024,240 Gardner Road,Hubbardston,MA,Massachusetts Electric Co,1359.36,2017
2024,BVD Manzollini Solar,Pittsfield,MA,WMECO (DBA EverSource),1530.95,2017
2024,"CEC Solar #1063, LLC",West Bridgewater,MA,National Grid,1698.82,2017
2024,"CEC Solar #1114, LLC",Fairhaven,MA,NSTAR (DBA EverSource),1829.91,2017
2024,Newbury Solar,Newbury,MA,National Grid,1853.65,2017
2024,Hatfield Renewables,Hatfield,MA,WMECO (DBA EverSource),1896.37,2017
2024,Spring Street Solar,Plympton,MA,NSTAR (DBA EverSource),1946.77,2017
2024,Sampson Road Solar,Charlton,MA,National Grid,1993.85,2017
2024,Monson Solar,Monson,MA,National Grid,1998.28,2017
2024,Foxboro A,Foxborough,MA,National Grid,2010.46,2017
2024,Brook Street Solar 1,Plympton,MA,NSTAR (DBA EverSource),2056.15,2017
2024,Brook Street Solar 2,Plympton,MA,NSTAR (DBA EverSource),2056.15,2017
2024,Wareham Community Solar Array,Wareham,MA,NSTAR (DBA EverSource),2072.31,2017
2024,ZP-140B,Uxbridge,MA,National Grid,2075.88,2017
2024,"VH II Westport, LLC",Westport,MA,NSTAR (DBA EverSource),2076.55,2017
2024,BVD Nichols Solar,Hinsdale,MA,WMECO (DBA EverSource),2085.76,2017
2024,Syncarpha Hancock I,Hancock,MA,WMECO (DBA EverSource),2129.83,2017
2024,Syncarpha Hancock II,Hancock,MA,WMECO (DBA EverSource),2129.83,2017
2024,Stafford St Solar A,Leicester,MA,National Grid,2135.63,2017
2024,Redbrook Solar Site D,Plymouth,MA,NSTAR (DBA EverSource),2141.45,2017
2024,Charlton 48,Charlton,MA,National Grid,2370.25,2017
